,x,y
0,0.0,-0.019857650991535067
1,0.050505050505050504,-0.04684128611510234
2,0.10101010101010101,0.0717950806684825
3,0.15151515151515152,0.14024082681408223
4,0.20202020202020202,-0.4567739260359876
5,0.25252525252525254,-0.765791880390062
6,0.30303030303030304,-0.5996214900309741
7,0.35353535353535354,-0.7302168691554848
8,0.40404040404040403,-0.33920680922675506
9,0.45454545454545453,-0.20826251913257854
10,0.5050505050505051,-0.49321093359667884
11,0.5555555555555556,-0.3300360171426444
12,0.6060606060606061,-0.30565228177189724
13,0.6565656565656566,-0.16393559805465474
14,0.7070707070707071,-0.06472889259527864
15,0.7575757575757576,-0.14746963645585642
16,0.8080808080808081,0.6463671337688179
17,0.8585858585858586,0.46841633684044154
18,0.9090909090909091,0.4351452814632933
19,0.9595959595959596,0.8653479053139856
20,1.0101010101010102,1.123857903535915
21,1.0606060606060606,1.4444356997940992
22,1.1111111111111112,1.3031306788264605
23,1.1616161616161615,1.48393457501475
24,1.2121212121212122,1.7952152234514467
25,1.2626262626262625,2.06652411670072
26,1.3131313131313131,1.7387721566076901
27,1.3636363636363635,2.222887918375898
28,1.4141414141414141,2.1417303184646164
29,1.4646464646464645,2.8405663532920657
30,1.5151515151515151,2.6968166466064476
31,1.5656565656565655,3.429956415670078
32,1.6161616161616161,3.6160304253014077
33,1.6666666666666667,3.534283921207722
34,1.7171717171717171,3.337712478980463
35,1.7676767676767677,3.6680884918806584
36,1.8181818181818181,4.344489210262727
37,1.8686868686868687,3.575043938640848
38,1.9191919191919191,3.7149859727233303
39,1.9696969696969697,3.8573251603248586
40,2.0202020202020203,3.6905829357252675
41,2.0707070707070705,3.7014313469469498
42,2.121212121212121,4.1222181812333005
43,2.1717171717171717,4.077544392116973
44,2.2222222222222223,3.796606481654884
45,2.2727272727272725,3.6636147499144602
46,2.323232323232323,3.699730068327474
47,2.3737373737373737,3.6080778536551317
48,2.4242424242424243,3.4551759802825064
49,2.474747474747475,3.3732995626462454
50,2.525252525252525,2.991658039611909
51,2.5757575757575757,3.007156041281297
52,2.6262626262626263,3.0628877268621615
53,2.676767676767677,2.719554544505257
54,2.727272727272727,2.3082620242576937
55,2.7777777777777777,2.386984224647687
56,2.8282828282828283,2.6049545733424146
57,2.878787878787879,2.3550020804104634
58,2.929292929292929,2.0798200576113595
59,2.9797979797979797,2.180442307325275
60,3.0303030303030303,1.7225252299176008
61,3.080808080808081,1.8469390164105282
62,3.131313131313131,2.4362639100115437
63,3.1818181818181817,2.0501793046770533
64,3.2323232323232323,1.5566350456798872
65,3.282828282828283,2.015651250318135
66,3.3333333333333335,1.361788858494472
67,3.3838383838383836,1.7440335263235873
68,3.4343434343434343,1.6564898730815172
69,3.484848484848485,0.9139758831166009
70,3.5353535353535355,1.7931139253065982
71,3.5858585858585856,1.287931213527103
72,3.6363636363636362,2.098174594968115
73,3.686868686868687,1.7184259864321634
74,3.7373737373737375,1.5865727766743103
75,3.7878787878787876,1.3705401031329245
76,3.8383838383838382,1.4311008319630858
77,3.888888888888889,2.095806686037117
78,3.9393939393939394,2.0492630869063806
79,3.9898989898989896,1.8288157544282915
80,4.040404040404041,2.0002974181905078
81,4.090909090909091,1.9792051940884434
82,4.141414141414141,1.7868936093286378
83,4.191919191919192,2.8544156273015155
84,4.242424242424242,2.8466906405051606
85,4.292929292929293,2.9633252742715985
86,4.343434343434343,2.849669227654261
87,4.393939393939394,3.4261191027172244
88,4.444444444444445,2.9018229596941105
89,4.494949494949495,3.720946356897146
90,4.545454545454545,3.9958833289380826
91,4.595959595959596,4.266040393476905
92,4.646464646464646,3.711842039147049
93,4.696969696969697,4.971710654591694
94,4.747474747474747,4.5312754771494275
95,4.797979797979798,4.93046184346017
96,4.848484848484849,5.668954805034309
97,4.898989898989899,5.422268085844267
98,4.94949494949495,5.345203081070007
99,5.0,6.237988874579906
