,x,y
0,0.0,0.1205176830676253
1,0.050505050505050504,0.887050106200304
2,0.10101010101010101,1.0775902686171417
3,0.15151515151515152,1.3461417873410784
4,0.20202020202020202,2.138947016102335
5,0.25252525252525254,2.23753775759545
6,0.30303030303030304,2.8428622139119764
7,0.35353535353535354,3.2525026706371225
8,0.40404040404040403,3.171567847109823
9,0.45454545454545453,4.199254265867182
10,0.5050505050505051,4.39041817842945
11,0.5555555555555556,4.515205327632153
12,0.6060606060606061,4.047086226104126
13,0.6565656565656566,4.541550717407218
14,0.7070707070707071,4.686100652429478
15,0.7575757575757576,4.962458101197572
16,0.8080808080808081,4.650246697234656
17,0.8585858585858586,5.212441365542454
18,0.9090909090909091,5.2181697218068015
19,0.9595959595959596,4.977274513276862
20,1.0101010101010102,4.915570241861084
21,1.0606060606060606,5.092557443313052
22,1.1111111111111112,4.929822567747103
23,1.1616161616161615,5.226692533379467
24,1.2121212121212122,5.159760623251072
25,1.2626262626262625,4.969219843770026
26,1.3131313131313131,5.000217790840122
27,1.3636363636363635,4.800501827318141
28,1.4141414141414141,4.7371870116454335
29,1.4646464646464645,4.5818426912041526
30,1.5151515151515151,4.481594887939914
31,1.5656565656565655,4.021320821603426
32,1.6161616161616161,4.331379380760926
33,1.6666666666666667,4.604948325811323
34,1.7171717171717171,3.9207511579410177
35,1.7676767676767677,3.815691509052332
36,1.8181818181818181,4.298501957053261
37,1.8686868686868687,4.373894945194832
38,1.9191919191919191,4.24284499676531
39,1.9696969696969697,3.788260279238898
40,2.0202020202020203,4.021840934440232
41,2.0707070707070705,4.2943999584327175
42,2.121212121212121,3.8146821449162287
43,2.1717171717171717,3.9974517450898936
44,2.2222222222222223,4.676348034404288
45,2.2727272727272725,4.340037539230946
46,2.323232323232323,4.630466634030758
47,2.3737373737373737,3.876456519994976
48,2.4242424242424243,4.436681017710511
49,2.474747474747475,4.558861399254584
50,2.525252525252525,4.549955883937536
51,2.5757575757575757,4.652652944733521
52,2.6262626262626263,4.700299835471927
53,2.676767676767677,4.9218752684046505
54,2.727272727272727,4.9973078404097855
55,2.7777777777777777,4.871249427354947
56,2.8282828282828283,5.007217976079549
57,2.878787878787879,5.340330573369752
58,2.929292929292929,4.755371155937122
59,2.9797979797979797,5.059762363664037
60,3.0303030303030303,4.812417071298431
61,3.080808080808081,4.88783954231017
62,3.131313131313131,4.585932894392257
63,3.1818181818181817,4.834188019950614
64,3.2323232323232323,4.44215791736263
65,3.282828282828283,4.018677239185332
66,3.3333333333333335,4.250034694473981
67,3.3838383838383836,4.20800551219787
68,3.4343434343434343,3.8667788043592313
69,3.484848484848485,3.3162358061449724
70,3.5353535353535355,3.30814761763822
71,3.5858585858585856,3.309019551870505
72,3.6363636363636362,3.545458856311716
73,3.686868686868687,2.8500756839731047
74,3.7373737373737375,2.8190385165749983
75,3.7878787878787876,2.2388673962842844
76,3.8383838383838382,2.0602490161801366
77,3.888888888888889,2.5933694449903624
78,3.9393939393939394,1.79369632455803
79,3.9898989898989896,1.8843357746739755
80,4.040404040404041,1.4490582862640007
81,4.090909090909091,1.5757579643244661
82,4.141414141414141,1.752230409559699
83,4.191919191919192,1.7081467217978383
84,4.242424242424242,1.4022251639790486
85,4.292929292929293,2.1405919746647855
86,4.343434343434343,1.7597548979428612
87,4.393939393939394,1.9969227152076752
88,4.444444444444445,2.3210588040103697
89,4.494949494949495,2.488901713276429
90,4.545454545454545,2.2191549945656144
91,4.595959595959596,3.201247856294961
92,4.646464646464646,3.4908657631313047
93,4.696969696969697,3.874897123132164
94,4.747474747474747,3.8258089789541545
95,4.797979797979798,4.6893716831366055
96,4.848484848484849,5.014788066057368
97,4.898989898989899,5.533467419404186
98,4.94949494949495,5.904541526793056
99,5.0,7.116735266129921
