Weight,Length,Height,Width,Shell_damage_index,Beak_length,Body_fat
10.472341735660398,33.297757890979355,41.625739922565074,32.32230675342297,31.356013105201228,31.38654285775452,36.73508628595317
8.740034905004674,27.62399298289818,36.18267872915672,29.257718582911632,29.221591169823746,28.98911661294527,33.7986911808531
9.13519649928354,26.891078978048142,37.80044696513643,27.086751723375198,27.7812507459275,27.73479907409495,33.893751142337706
8.468277060620988,26.381636238808476,35.61556543707899,28.198161132769084,27.55170849640387,27.48200780219169,32.01711123224875
9.86755683402319,30.368828625893354,39.410539428831825,28.152961561396285,30.89032259319668,30.01806909312941,35.424500320638295
8.26218529747435,25.729222373615734,34.253491807065046,27.113658641268174,26.860422862379156,26.111850528389102,31.681706386073152
8.196041499874884,24.950580665824898,35.31472054272689,26.0833042939147,24.737090619305192,26.457896258270758,32.5029929867949
10.004375810778738,28.964319520714767,42.17760855136285,28.11801827432958,30.509523474722453,29.056520614500553,35.843639158809864
7.9044951662881955,25.459919000528433,34.818564822129446,25.730033692130515,28.03296317155485,25.926585896243225,32.44598347183978
9.950646391944236,28.733840436662085,38.17409349929654,28.778106680900294,27.464611035982177,28.306332429206446,34.87813059023581
8.641624526665572,27.67300873566782,34.67837150575235,27.923690467904112,27.06315587882541,28.109096878494864,31.950078356622075
9.95738764363036,29.833569013643807,39.39331670459545,29.500782022896118,31.81719615067198,30.4845384673696,33.83420792298805
7.009042338292517,24.86723325598129,31.426950135583986,25.943481471736085,26.07922107638557,26.979436685345814,30.471140386183503
12.593047854022865,34.59984603110388,47.671051611972146,32.713759863339455,33.464937641498295,32.180264471121006,38.94678077724408
8.586945036080694,27.6630317835668,37.5180434191094,27.632985828941194,27.628298622522877,29.740794989038324,32.293337295588096
9.545935570463854,28.728008771576434,39.543273303618214,28.932636154036704,28.26562602129938,29.459538059703775,34.690377172954584
8.684950576939592,26.213989145122774,36.10976041459848,27.628058276289938,27.324142952975237,26.29640382175369,29.83966723162698
8.130699157090044,25.497384375794724,34.092651984796504,27.666657283148236,27.916199139832614,26.308569510199963,32.67920025777131
12.441981568314086,33.28801075858833,48.24681840517185,33.679500048811875,32.75430313036313,30.923789974427724,40.294358845107865
11.226339649739538,34.31802994282974,44.300126115035546,33.03647798675091,33.18769580534859,31.16842243942414,39.33138650726612
9.82035543741897,30.057788327758345,40.141193549675236,30.362251849784847,31.736417230993148,31.760030639068678,36.78106390128452
8.914683835889178,27.26447143517979,36.23923621470841,28.323014312988484,27.694459244506646,27.389179371292965,32.3693614480928
9.82152484221363,29.252478412874428,39.31106294983937,29.23508859993532,29.791342955668927,30.139537876567836,35.94965182554447
10.730578699181756,28.901226382190593,40.832564774712765,30.731566420166555,30.830477737150087,29.651863675063744,34.7290428056118
11.515243112900839,34.41917917100116,44.8638116650461,32.28771011434663,31.87735399286208,32.95263892897697,38.676046941920234
8.964857386479764,29.161516115698177,37.266234795627625,26.953938674883094,29.24406022152879,29.31419966750506,32.757828177484036
10.728169889726608,31.665113928754103,42.97577351553614,30.071214948229112,33.05646765533533,29.13110364585884,37.51334258890965
11.134280699037829,32.796356718662196,44.44379300504915,33.39634295001366,31.41576389274919,33.2391796098832,38.642804796056325
